,Dongxiang,POS,ORIGIN,Chinese,English
10463,khigva,Verb,Dongxiang,撒尿,Urinate
10464,khigva,Verb,Dongxiang,拉屎,Defecate
10465,khigva,Verb,Dongxiang,拉屎,Defecate
10466,khigva,Verb,Dongxiang,讨厌,Dislike
10467,khigva,Verb,Dongxiang,讨厌,Dislike
10468,khirei,Verb,Dongxiang,上去,Ascend
10469,khirei,Verb,Dongxiang,出去,Exit
10470,khirei,Verb,Dongxiang,提高,Improve
10471,khigva,Verb,Dongxiang,折合,Equivalent
10472,khigva,Verb,Dongxiang,折算,Convert
10473,khigva,Verb,Dongxiang,上涨,Rise
10474,khigva,Verb,Dongxiang,完成,Complete
10475,khireigva,Verb,Dongxiang,弄上去,Put
10476,khireigva,Verb,Dongxiang,弄出去,Eject
10477,khireigva,Verb,Dongxiang,弄出去,Eject
10478,khireigva,Verb,Dongxiang,完成,Complete
10479,khireigva,Verb,Dongxiang,完工,Completion
10480,khirou,Noun,Dongxiang,霜,Frost
10481,khirou,Noun,Dongxiang,霜,Frost
10482,khirou,Noun,Dongxiang,霜,Frost
10483,khirou bao,Verb,Dongxiang,下霜,Frosting
10484,khirou bao,Verb,Dongxiang,挨骂,Scolded
10485,khirou bao,Verb,Dongxiang,挨骂,Scolded
10486,khirou bao,Verb,Dongxiang,受到指责,Blamed
10487,khirou bao,Verb,Dongxiang,受到指责,Blamed
10488,khirou egvi,Verb,Dongxiang,霜打,Frostbite
10489,khirou shuayi,Verb,Dongxiang,霜打,Frostbite
10490,khishan,Adjective,Dongxiang,慢性子的,Patient
10491,khishan,Adjective,Dongxiang,慢腾腾的,Lethargic
10492,khishan,Adjective,Dongxiang,慢腾腾的,Lethargic
10493,khishan,Adjective,Dongxiang,迟缓的,Slow
10494,khishigvei,Noun,Dongxiang,梯子,Ladder
10495,khishigvei,Noun,Dongxiang,梯子,Ladder
10496,khishigvei,Noun,Dongxiang,梯子,Ladder
10497,khishigvei dayi,Verb,Chinese,搭梯子,Climb
10498,khishigvei dayi,Verb,Chinese,搭梯子,Climb
10499,khishigveida,Verb,Dongxiang,用梯子,Climb
10500,khishigveida,Verb,Dongxiang,用梯子,Climb
10501,khishigveida,Verb,Dongxiang,搭梯子,Climb
10502,khishigveida,Verb,Dongxiang,搭梯子,Climb
10503,khishula,Verb,Dongxiang,吃苦,Endure
10504,khishula,Verb,Dongxiang,苦干,Toil
10505,khishulachin,Noun,Dongxiang,做苦工的人,Laborer
10506,khishulachin,Noun,Dongxiang,做苦工的人,Laborer
10507,khishulachin,Noun,Dongxiang,做苦工的人,Laborer
10508,khishulachin,Noun,Dongxiang,苦役,Drudgery
10509,khishulu,Verb,Dongxiang,变酸,Sour
10510,khishulu,Verb,Dongxiang,发酸,Souring
10511,khishulugva,Verb,Dongxiang,让其发酸,Souring
10512,khishulugva,Verb,Dongxiang,让其发酸,Souring
10513,khishulun,Noun,Dongxiang,草名,Pseudonym
10514,khishulun,Noun,Dongxiang,草名,Pseudonym
10515,khishulun,Noun,Dongxiang,草名,Pseudonym
10516,khishuluzhi otu,Verb,Dongxiang,酸疼,Ache
10517,khishun,Adjective,Dongxiang,酸味的,Sour
10518,khishun,Adjective,Dongxiang,苦味的,Bitter
10519,khishun,Adjective,Dongxiang,辛苦的,Hardworking
10520,khishun,Adjective,Dongxiang,辛苦的,Hardworking
10521,khishunbudan,Noun,Dongxiang,浆水面,Plaster
10522,khishunbudan,Noun,Dongxiang,浆水面,Plaster
10523,khishun ijie,Verb,Dongxiang,吃苦,Endure
10524,khishun ijie,Verb,Dongxiang,吃苦,Endure
10525,khishun jianshui,Noun,Dongxiang,酸浆水,Sorrel
10526,khishun jianshui,Noun,Dongxiang,酸浆水,Sorrel
10527,khishun naizi,Noun,Chinese,酸奶,Yogurt
10528,khishun naizi,Noun,Chinese,酸奶,Yogurt
10529,khishun shulie,Noun,Dongxiang,浆水汤,Broth
10530,khishun shulie,Noun,Dongxiang,浆水汤,Broth
10531,khishun shulie,Noun,Dongxiang,酸汤,SourSoup
10532,khishun uzhe,Verb,Dongxiang,受苦,Suffer
10533,khishun uzhe,Verb,Dongxiang,吃苦,Endure
10534,khishun uzhe,Verb,Dongxiang,吃苦,Endure
10535,khishunsa,Verb,Dongxiang,嫌酸,Dislike
10536,khishunsa,Verb,Dongxiang,嫌酸,Dislike
10537,khisigvei,Noun,Dongxiang,使劲蹬的动作,Pedaling
10538,khisigveilie,Verb,Dongxiang,使劲蹬,Pedal
10539,khisou,Noun,Dongxiang,馊,Rancid
10540,khisou,Noun,Dongxiang,霉味,Mustiness
10541,khisou,Noun,Dongxiang,霉味,Mustiness
10542,khisou oro,Verb,Dongxiang,食品变质,Spoilage
10543,khisou oro,Verb,Dongxiang,发霉,Mold
10544,khisoura,Verb,Dongxiang,食品发霉,Moldy
10545,khisoura,Verb,Dongxiang,变质,Deteriorate
10546,khisoura,Verb,Dongxiang,咽喉发痒,Throat-scratchiness
10547,khixi,Verb,Dongxiang,摩擦,Friction
10548,khixi,Verb,Dongxiang,摩擦,Friction
10549,khixi,Verb,Dongxiang,刮擦,Scrape
10550,khixi,Verb,Dongxiang,讽刺,Satirize
10551,khixi,Verb,Dongxiang,挖苦,Sarcasm
10552,khixi,Verb,Dongxiang,训人,Discipline
10553,khixi,Verb,Dongxiang,训人,Discipline
10554,khixiu,Noun,Dongxiang,搅火棍,Poker
10555,khixiuda,Verb,Dongxiang,用搅火棍击打,Poke
10556,khixiuda,Verb,Dongxiang,搅火,Stoke
10557,khizha,Noun,Dongxiang,面颊,Cheek
10558,khizha,Noun,Dongxiang,面颊,Cheek
10559,khizha dandan,Noun,Dongxiang,面颊,Cheek
10560,khizha dandan,Noun,Dongxiang,面颊,Cheek
10561,khizha dandan,Noun,Dongxiang,额头,Forehead
10562,khizha dandan,Noun,Dongxiang,额头,Forehead
10563,khizhe,Verb,Dongxiang,出来,Emerge
10564,khizhe,Verb,Dongxiang,上来,Ascend
10565,khizhe,Verb,Dongxiang,欠,Owe
10566,khizhe,Verb,Dongxiang,欠款,Owe
10567,khizhe,Verb,Dongxiang,欠款,Owe
10568,khizhe,Verb,Dongxiang,完成,Complete
10569,khonkhoro,Adjective,Dongxiang,干而瘦的,Lean
10570,khonkhoro,Adjective,Dongxiang,没有肉的,Meatless
10571,khontolu,Verb,Dongxiang,剥,Peel
10572,khontolu,Verb,Dongxiang,剥,Peel
10573,khontolu,Verb,Dongxiang,剥皮,Peel
10574,khontolu,Verb,Dongxiang,剥削,Exploit
10575,khoreilan,Numeral,Dongxiang,二十岁左右,Twentysomething
10576,khoreilan,Numeral,Dongxiang,二十岁左右,Twentysomething
10577,khoreilan,Numeral,Dongxiang,二十个左右,Around Twenty
10578,khoreilan,Numeral,Dongxiang,二十个左右,Around Twenty
10579,khorun,Numeral,Dongxiang,二十,Twenty
10580,khorun,Numeral,Dongxiang,二十个,Twenty
10581,khorun,Numeral,Dongxiang,二十岁,Twenty
10582,khorunzhe,Numeral,Dongxiang,二十左右,Twentyish
10583,khorunzhe,Numeral,Dongxiang,二十左右,Twentyish
10584,khoshi kielien,Noun,Dongxiang,小舌,Uvula
10585,khoshi kielien,Noun,Dongxiang,小舌,Uvula
10586,khoshi kielien una,Verb,Dongxiang,小舌发炎,Glossitis
10587,khosun,Adjective,Dongxiang,干的,Dry
10588,khosun,Adjective,Dongxiang,干燥的,Dry
10589,khosun,Adjective,Dongxiang,干燥的,Dry
10590,khosun,Adjective,Dongxiang,空,Empty
10591,khosun,Adjective,Dongxiang,空,Empty
10592,khosun,Adjective,Dongxiang,空的,Empty
10593,khosun,Adjective,Dongxiang,空的,Empty
10594,khosun cha,Noun,Chinese,只有茶,Tea-Only
10595,khosun cha,Noun,Chinese,只有茶,Tea-Only
10596,khosun ghezebu,Noun,Dongxiang,旱灾,Drought
10597,khosun ghezebu,Noun,Dongxiang,旱灾,Drought
10598,khosun khanadun,Noun,Dongxiang,干咳嗽,Dry-cough
10599,khosun orozo,Noun,Arabic,空腹持斋,Fasting
10600,khosun orozo,Noun,Arabic,空腹持斋,Fasting
10601,khosun xiniedun,Noun,Dongxiang,干笑,Forced-laughter
10602,khosun xiniedun,Noun,Dongxiang,干笑,Forced-laughter
10603,khosunshi,Verb,Dongxiang,变干,Dehydrate
10604,khosunshi,Verb,Dongxiang,变空,Empty
10605,khuada,Noun,Dongxiang,曾祖父的曾祖父,Great-great-great-great-grandfather
10606,khuada,Noun,Dongxiang,曾祖父的曾祖父,Great-great-great-great-grandfather
10607,khuada,Noun,Dongxiang,曾祖父的曾祖父,Great-great-great-great-grandfather
10608,khuadala,Verb,Dongxiang,马蹄出声,Clopping
10609,khuadala,Verb,Dongxiang,大笑出声,Guffaw
10610,khuadala,Verb,Dongxiang,欢笑出声,Guffaw
10611,khuaichin,Adjective,Dongxiang,旧的,Old
10612,khuaichin,Adjective,Dongxiang,旧的,Old
10613,khuaichin,Adjective,Dongxiang,陈旧,Outdated
10614,khuaichin,Adjective,Dongxiang,陈旧,Outdated
10615,khuaichin,Adjective,Dongxiang,旧的,Old
10616,khuaichin,Adjective,Dongxiang,旧的,Old
10617,khuaichin olu,Verb,Dongxiang,变旧,Age
10618,khuaichinni,Adjective,Dongxiang,旧的,Old
10619,khuaichinni,Adjective,Dongxiang,旧的,Old
10620,khuaichira,Verb,Dongxiang,变旧,Age
10621,khuaichira,Verb,Dongxiang,变旧,Age
10622,khuaichisa,Verb,Dongxiang,嫌旧,Outdate
10623,khuaichisa,Verb,Dongxiang,嫌旧,Outdate
10624,khuaichu hon,Noun,Dongxiang,明年,Nextyear
10625,khuaichu hon,Noun,Dongxiang,明年,Nextyear
10626,khuaichu hon,Noun,Dongxiang,第二年,Sophomore
10627,khuaichu hon,Noun,Dongxiang,第二年,Sophomore
10628,khuaichu hon,Noun,Dongxiang,第二年,Sophomore
10629,khuaichu magva,Noun,Dongxiang,第二天早上,Nextmorning
10630,khuaichu magva,Noun,Dongxiang,第二天早上,Nextmorning
10631,khuaichu udu,Noun,Dongxiang,翌日,Morrow
10632,khuaichu udu,Noun,Dongxiang,翌日,Morrow
10633,khuaichu udu,Noun,Dongxiang,翌日,Morrow
10634,khuaichu udu,Noun,Dongxiang,次日,Morrow
10635,khuaichu udu,Noun,Dongxiang,次日,Morrow
10636,khuaichu xieyi,Noun,Dongxiang,次日夜,Overnight
10637,khuaichu xieyi,Noun,Dongxiang,次日夜,Overnight
10638,khuaichu xieyi,Noun,Dongxiang,第二夜,Secondnight
10639,khuaichu xieyi,Noun,Dongxiang,第二夜,Secondnight
10640,khuaitu,Adjective,Dongxiang,不亲的,Unfamiliar
10641,khuaitu,Adjective,Dongxiang,过继的,Adoptive
10642,khuaitu,Noun,Dongxiang,草名,Pseudonym
10643,khuaitu,Noun,Dongxiang,草名,Pseudonym
10644,khuaitu,Noun,Dongxiang,草名,Pseudonym
10645,khuaitu,Noun,Dongxiang,黑穗病,Smuts
10646,khuaitu,Noun,Dongxiang,黑穗病,Smuts
10647,khuaitu anei,Noun,Dongxiang,继母,Stepmother
10648,khuaitu anei,Noun,Dongxiang,继母,Stepmother
10649,khuaitu awi,Noun,Dongxiang,继父,Stepfather
10650,khuaitu awi,Noun,Dongxiang,继父,Stepfather
10651,khuaitugva,Verb,Dongxiang,显得不亲,Unapproachable
10652,khuaitugva,Verb,Dongxiang,表现得不亲,Alienate
10653,khuaitura,Verb,Dongxiang,变得不亲,Alienate
10654,khuaitura,Verb,Dongxiang,显得不亲,Unapproachable
10655,khuarala,Verb,Dongxiang,发出哗啦哗啦的声音,Splash
10656,khuarara saochu,Noun,Dongxiang,扫帚,Broom
10657,khuarara saochu,Noun,Dongxiang,扫帚,Broom
10658,khuarara saochu,Noun,Dongxiang,扫帚,Broom
10659,khuazala,Verb,Dongxiang,发出咔喳的声音,Creak
10660,khuazala,Verb,Dongxiang,发出咔喳的声音,Creak
10661,khuazhala,Verb,Dongxiang,发出咔嚓的响声,Snap
10662,khuazhala,Verb,Dongxiang,物体咔嚓作响,Snap
10663,khuazhazha,Adjective,Dongxiang,形容老而瘦瘪,Haggard
10664,khuazhazha,Adjective,Dongxiang,形容老而瘦瘪,Haggard
10666,khudan,Noun,Dongxiang,畜圈,Sty
10667,khudan hhangva,Noun,Dongxiang,圈肥,Fattening
10668,khudan hhangva,Noun,Dongxiang,厩肥,Manure
10669,khudanla,Verb,Dongxiang,圈养,Domesticate
10670,khudanla,Verb,Dongxiang,限制,Restrict
10671,khudanla,Verb,Dongxiang,控制,Control
10672,khudanla,Verb,Dongxiang,控制,Control
10673,khudanla,Verb,Dongxiang,围控,Surround
10674,khudogvo,Noun,Dongxiang,刀,Knife
10675,khudogvo,Noun,Dongxiang,刀,Knife
10676,khudogvo,Noun,Dongxiang,刀子,Knife
10677,khudogvo,Noun,Dongxiang,刀子,Knife
10678,khudogvo aman,Noun,Dongxiang,刀口,Blade
10680,khudogvo aman,Noun,Dongxiang,刀刃,Blade
10681,khudogvo aman,Noun,Dongxiang,刀刃,Blade
10682,khudogvo bazi,Noun,Chinese,刀把,Hilt
10683,khudogvo bazi,Noun,Chinese,刀把,Hilt
10684,khudogvo beizi,Noun,Chinese,刀背,Blade-back
10685,khudogvo beizi,Noun,Chinese,刀背,Blade-back
10686,khudogvo rinzi,Noun,Chinese,刀刃,Blade
10687,khudogvo rinzi,Noun,Chinese,刀刃,Blade
10688,khudogvo tai,Verb,Dongxiang,用刀子戳,Stab
10689,khudogvo xiaozi,Noun,Chinese,刀鞘,Scabbard
10690,khudogvo xiaozi,Noun,Chinese,刀鞘,Scabbard
10691,khudogvo yasun,Noun,Dongxiang,鸡胸部两侧的骨头,Keel
10692,khudogvo yasun,Noun,Dongxiang,鸡胸部两侧的骨头,Keel
10693,khudogvo yasun,Noun,Dongxiang,鸡胸部两侧的骨头,Keel
10694,khudogvochi,Noun,Dongxiang,制刀匠,Bladesmith
10695,khudogvochi,Noun,Dongxiang,制刀匠,Bladesmith
10696,khudogvochi,Noun,Dongxiang,卖刀人,Knifeseller
10697,khudogvochi,Noun,Dongxiang,卖刀人,Knifeseller
10698,khudugvu,Verb,Dongxiang,搅,Stir
10699,khudugvu,Verb,Dongxiang,拌,Mix
10700,khudugvu,Verb,Dongxiang,挑拨离间,Instigate
10701,khudugvu,Verb,Dongxiang,拨弄是非,Instigate
10702,khudugvu,Verb,Dongxiang,挥霍,Squander
10703,khudugvuchin,Noun,Dongxiang,好挑拨是非的人,Troublemaker
10704,khudugvuchin,Noun,Dongxiang,好挑拨是非的人,Troublemaker
10705,khudugvun khudugvun,Adverb,Dongxiang,一翘一摆地,Swaggeringly
10706,khudura,Verb,Dongxiang,闹腾,Fuss
10707,khudura,Verb,Dongxiang,翻腾,Churn
10708,khudura,Verb,Dongxiang,挥霍,Squander
10709,khugvo,Verb,Dongxiang,送行,Farewell
10710,khugvo,Verb,Dongxiang,赠送,Gift
10711,khugvo,Verb,Dongxiang,赠送,Gift
10712,khugvo,Verb,Dongxiang,馈赠,Gift
10713,khugvo,Verb,Dongxiang,馈赠,Gift
10714,khugvon,Noun,Dongxiang,女婿,Son-in-law
10715,khugvon,Noun,Dongxiang,女婿,Son-in-law
10716,khugvon,Noun,Dongxiang,新郎,Groom
10717,khugvon,Noun,Dongxiang,新郎,Groom
10718,khugvon,Noun,Dongxiang,年轻丈夫,Bridegroom
10719,khugvon,Noun,Dongxiang,年轻丈夫,Bridegroom
10720,khugvon,Noun,Dongxiang,年轻丈夫,Bridegroom
10721,khugvon kewon,Noun,Dongxiang,女婿,Son-in-law
10722,khugvon kewon,Noun,Dongxiang,女婿,Son-in-law
10725,khuina,Noun,Dongxiang,以后,Afterwards
10726,khuina,Noun,Dongxiang,以后,Afterwards
10727,khuina feilie,Verb,Dongxiang,落后,Lag
10728,khuina feilie,Verb,Dongxiang,落在后面,Lag
10730,khuinadeifa,Noun,Dongxiang,下一次,Next
10731,khuinadeifa,Noun,Dongxiang,下一次,Next
10732,khuinadeifa,Noun,Dongxiang,后来一次,Aftermath
10733,khuinadu,Adjective,Dongxiang,后面的,Following
10734,khuinaduku,Adjective,Dongxiang,后面的,Following
10735,khuinagvan,Verb,Dongxiang,稍推后,Postpone
10736,khuinagvan,Verb,Dongxiang,稍往后面一点,Backtrack
10737,khuinagvan,Verb,Dongxiang,稍往后面一点,Backtrack
10738,khuinagvan,Adverb,Dongxiang,稍后,Later
10739,khuinagvan,Adverb,Dongxiang,以后,Later
10740,khuinashi,Adverb,Dongxiang,以后,Later
10741,khuinashi,Verb,Dongxiang,往后,Backward
10742,khuinashi,Verb,Dongxiang,往后,Backward
10743,khuinashi,Verb,Dongxiang,朝后挪,Backshift
10744,khuinashida,Adverb,Dongxiang,以后,Later
10745,khuinashida,Adverb,Dongxiang,往后,Henceforth
10746,khuinashida,Verb,Dongxiang,往后挪,Rearrange
10747,khuinashida,Verb,Dongxiang,后退一点,Backtrack
10748,khuinashida,Verb,Dongxiang,往后,Afterwards
10749,khuinashida,Verb,Dongxiang,往后,Afterwards
10750,khuinashida,Verb,Dongxiang,退后,Retreat
10751,khuinashigvan,Adverb,Dongxiang,稍后,Later
10752,khuinashigvan,Adverb,Dongxiang,以后,Later
10753,khuinashigvan,Verb,Dongxiang,往后挪,Backward
10754,khuinashigvan,Verb,Dongxiang,后退一点,Backtrack
10755,khuinashila,Verb,Dongxiang,后移,Postpone
10756,khuinashila,Verb,Dongxiang,落后,Lag
10757,khuru,Verb,Dongxiang,炒,Stir-fry
10758,khurudan,Noun,Dongxiang,炒法,Stir-frying
10759,khurudan,Noun,Dongxiang,炒法,Stir-frying
10760,khushida,Verb,Dongxiang,扑空,Miss
10761,khushida kharei,Verb,Dongxiang,扑空,Miss
10762,khushun,Noun,Dongxiang,喙,Beak
10763,khushun,Noun,Dongxiang,喙,Beak
10764,khushun,Noun,Dongxiang,形状像喙的东西,Beaklike
10765,khushun,Noun,Dongxiang,形状像喙的东西,Beaklike
10766,khushun oyi,Verb,Chinese,把嘴侧向一边,Smirk
10767,khushun oyi,Verb,Chinese,给人示意,Gesture
10768,khushun oyi,Verb,Chinese,给人示意,Gesture
10769,khusun,Adjective,Dongxiang,俊美的,Handsome
10770,khusun,Adjective,Dongxiang,漂亮的,Beautiful
10771,khusun,Adjective,Dongxiang,漂亮的,Beautiful
10772,khusutu,Verb,Dongxiang,变得俊美,Groom
10773,khusutu,Verb,Dongxiang,变得漂亮,Beautify
10774,khusutu,Verb,Dongxiang,变得漂亮,Beautify
10775,khutuluzhi dawa,Verb,Dongxiang,淌水,Trickle
10776,khuxiu,Noun,Dongxiang,便宜的事,Bargain
10777,khuxiu,Noun,Dongxiang,便宜的事,Bargain
10778,khuxiu,Noun,Dongxiang,美差,Discrepancy
10779,khuxiu,Noun,Dongxiang,美差,Discrepancy
10780,khuxiu,Noun,Dongxiang,好事,Blessing
10781,khuxiu,Noun,Dongxiang,好事,Blessing
10782,khuzha,Noun,Dongxiang,公绵羊,Ram
10783,khuzha,Noun,Dongxiang,公绵羊,Ram
10784,khuzha,Noun,Dongxiang,种公绵羊,Sheepbreeding
10785,khuzha,Noun,Dongxiang,种公绵羊,Sheepbreeding
10786,khuzha,Verb,Dongxiang,狗吠,Bark
10787,khuzhashi,Verb,Dongxiang,成为种羊,Breed
10788,khuzhi,Verb,Dongxiang,裹,Wrap
10789,khuzhi,Verb,Dongxiang,裹,Wrap
10790,khuzhi,Verb,Dongxiang,卷起,Roll up
10791,khuzhiku,Noun,Dongxiang,襁褓,Swaddling
10792,khuzhiwuni,Noun,Dongxiang,裹的东西,Wrap
10793,khuzhiwuni,Noun,Dongxiang,裹的东西,Wrap
10794,khuzhiwuni,Noun,Dongxiang,襁褓,Swaddling
10795,khuzhiwuni,Noun,Dongxiang,襁褓,Swaddling
10796,ki kaji,Adverb,Dongxiang,快快地,Quickly
10797,ki kaji,Adverb,Dongxiang,立即,Immediately
10798,kidabu,Noun,Arabic,书,Book
10799,kidabu,Noun,Arabic,书,Book
10800,kidabu,Noun,Arabic,书,Book
10801,kidabu,Noun,Arabic,经书,Scripture
10802,kidabu,Noun,Arabic,经书,Scripture
10803,kidabu,Noun,Arabic,经书,Scripture
10804,kide,Noun,Dongxiang,家,Home
10805,kide,Noun,Dongxiang,家,Home
10808,kidedu,Adjective,Dongxiang,家里的,Domestic
10809,kie,Verb,Dongxiang,倒,Reverse
10810,kie,Verb,Dongxiang,斟,Pour
10811,kie,Verb,Dongxiang,买液体商品,Shop
10812,kiebabu,Noun,Persian,烤肉,Barbecue
10813,kiedosidan,Noun,"Chinese, Persian",对本门宦外其他门宦教徒的称呼,Denomination
10814,kiedosidan,Noun,"Chinese, Persian",对本门宦外其他门宦教徒的称呼,Denomination
10815,kiekieli,Noun,Dongxiang,山鸡,Pheasant
10816,kiekieli,Noun,Dongxiang,山鸡,Pheasant
10817,kiekieli,Noun,Dongxiang,山鸡,Pheasant
10818,kiekielitu,Adjective,Dongxiang,多山鸡的,Pheasant-rich
10819,kiekielitu,Adjective,Dongxiang,有山鸡的,Pheasant-inhabited
10820,kieli,Noun,Dongxiang,肚子,Belly
10821,kieli,Noun,Dongxiang,肚子,Belly
10822,kieli,Noun,Dongxiang,腹,Abdomen
10823,kieli,Noun,Dongxiang,腹,Abdomen
10824,kieli,Noun,Dongxiang,腹,Abdomen
10825,kieli arugva,Verb,Dongxiang,去世前排出大便,Defecate
10826,kieli arunzha,Verb,Dongxiang,换口味,Diversify
10827,kieli arunzha,Verb,Dongxiang,换口味,Diversify
10828,kieli fugieda,Verb,Dongxiang,肚子变大,Bloat
10829,kieli fugieda,Verb,Dongxiang,肚子隆起,Bulge
10830,kieli ghura,Verb,Dongxiang,大便次数少,Constipation
10831,kieli ghura,Verb,Dongxiang,便秘,Constipation
10832,kieli ko,Verb,Dongxiang,肚,Belly
10833,kieli nura,Verb,Dongxiang,肚子饥饿,Starve
10834,kieli oliesi,Verb,Dongxiang,肚子饿,Hunger
10835,kieli tao,Verb,Dongxiang,拉肚子,Diarrhea
10836,kieli tao,Verb,Dongxiang,腹泻,Diarrhea
10837,kieli tunku,Verb,Dongxiang,凸肚,Bulge
10838,kielie,Verb,Dongxiang,讲,Speak
10839,kielie,Verb,Dongxiang,说话,Speak
10840,kielie,Verb,Dongxiang,多少岁,Age
10841,kielie,Verb,Dongxiang,多少岁,Age
10842,kielie baragva,Verb,Dongxiang,说得一无是处,Denigrate
10843,kielie dane,Verb,Dongxiang,不能说,Unspeakable
10844,kielie dane,Verb,Dongxiang,难说,Ineffable
10845,kielie dane,Verb,Dongxiang,说不定,Perhaps
10846,kielie dane,Verb,Dongxiang,说不定,Perhaps
10847,kieliechilie,Verb,Dongxiang,说话,Speak
10848,kieliechilie,Verb,Dongxiang,闲聊,Chitchat
10849,kieliedan,Noun,Dongxiang,说法,Version
10850,kieliedan,Noun,Dongxiang,说法,Version
10851,kielien,Noun,Dongxiang,言语,Speech
10852,kielien,Noun,Dongxiang,言语,Speech
10853,kielien,Noun,Dongxiang,语言,Language
10854,kielien,Noun,Dongxiang,语言,Language
10855,kielien,Noun,Dongxiang,舌头,Tongue
10856,kielien,Noun,Dongxiang,舌头,Tongue
10857,kielien agi,Verb,Dongxiang,取证,Substantiate
10858,kielien agi,Verb,Dongxiang,征询,Consult
10859,kielien amusa,Verb,Dongxiang,领会,Grasp
10860,kielien amusa,Verb,Dongxiang,领会,Grasp
10861,kielien amusa,Verb,Dongxiang,听出弦外之音,Infer
10862,kielien anda,Verb,Dongxiang,说漏嘴,Slip
10863,kielien anda,Verb,Dongxiang,牙牙学语,Babble
10864,kielien biaoyi,Verb,Chinese,演说,Speechify
10865,kielien chenlie,Verb,Dongxiang,听话,Obey
10866,kielien chenlie,Verb,Dongxiang,听话,Obey
10867,kielien chenlie,Verb,Dongxiang,服从,Obey
10868,kielien dayi,Verb,Chinese,搭话,Chat
10869,kielien dayi,Verb,Chinese,搭讪,Accost
10870,kielien dayi,Verb,Chinese,通话,Call
10871,kielien dayi,Verb,Chinese,语言相通,Intercommunicate
10872,kielien fanji,Verb,Chinese,口头翻译,Interpreting
10873,kielien gholu,Verb,Dongxiang,构成闲话,Gossip
10874,kielien gholu,Verb,Dongxiang,构成是非,Polarize
10875,kielien ghuai,Verb,Dongxiang,让人与自己搭话,Engage
10876,kielien ghuai,Verb,Dongxiang,让人与自己搭话,Engage
10877,kielien ghuai,Verb,Dongxiang,请人说话,Invite
10878,kielien ghuai,Verb,Dongxiang,请人说话,Invite
10879,kielien gie,Verb,Dongxiang,讣告,Obituary
10880,kielien gie,Verb,Dongxiang,讣告,Obituary
10881,kielien gie,Verb,Dongxiang,讣告,Obituary
10882,kielien gie,Verb,Dongxiang,报丧,Announce
10883,kielien jiere bai,Verb,Dongxiang,履行诺言,Fulfill
10884,kielien jiere bai,Verb,Dongxiang,履行诺言,Fulfill
10885,kielien jiere bai,Verb,Dongxiang,信守诺言,Keep
10886,kielien kharei,Verb,Dongxiang,回话,Reply
10887,kielien khugvo,Verb,Dongxiang,传话,Relay
10888,kielien khugvo,Verb,Dongxiang,传话,Relay
10889,kielien khugvo,Verb,Dongxiang,通风报信,Tip-off
10890,kielien kielie,Verb,Dongxiang,说话,Speak
10891,kielien kielie,Verb,Dongxiang,说闲话,Gossip
10892,kielien loyi,Verb,Chinese,议定,Stipulate
10893,kielien loyi,Verb,Chinese,商定,Agreed
